@relation Animals

@attribute hasName {NoName,Name}
@attribute animalType {Cat,Dog}
@attribute intactness {NotIntact,Intact,Unknown}
@attribute age {Baby,Adult,Senior,Unknown}
@attribute breed {Abyssinian,Affenpinscher,'Afghan Hound','Airedale Terrier',Akita,'Alaskan Husky','Alaskan Malamute','American Bulldog','American Eskimo','American Foxhound','American Pit Bull Terrier','American Shorthair','American Staffordshire Terrier','Anatol Shepherd',Angora,'Australian Cattle Dog','Australian Kelpie','Australian Shepherd','Australian Terrier',Balinese,Basenji,'Basset Hound',Beagle,'Bearded Collie',Beauceron,'Bedlington Terr','Belgian Malinois','Belgian Sheepdog','Belgian Tervuren',Bengal,'Bernese Mountain Dog','Bichon Frise',Black,'Black Mouth Cur',Bloodhound,'Blue Lacy','Bluetick Hound',Boerboel,Bombay,'Border Collie','Border Terrier','Boston Terrier',Boxer,'Boykin Span','British Shorthair',Brittany,'Bruss Griffon','Bull Terrier','Bull Terrier Miniature',Bulldog,Bullmastiff,Burmese,'Cairn Terrier','Canaan Dog','Cane Corso','Cardigan Welsh Corgi','Carolina Dog',Catahoula,'Cavalier Span','Chesa Bay Retr','Chihuahua Longhair','Chihuahua Shorthair','Chinese Crested','Chinese Sharpei','Chow Chow','Cocker Spaniel','Collie Rough','Collie Smooth','Cornish Rex',Cymric,Dachshund,'Dachshund Longhair','Dachshund Wirehair',Dalmatian,'Devon Rex','Doberman Pinsch','Dogo Argentino','Dogue De Bordeaux','Domestic Longhair','Domestic Medium Hair','Domestic Shorthair','Dutch Shepherd','English Bulldog','English Cocker Spaniel','English Coonhound','English Foxhound','English Pointer','English Setter','English Shepherd','English Springer Spaniel',Entlebucher,'Exotic Shorthair',Feist,'Field Spaniel','Finnish Spitz','Flat Coat Retriever','French Bulldog','German Pinscher','German Shepherd','German Shorthair Pointer','German Wirehaired Pointer','Glen Of Imaal','Golden Retriever','Great Dane','Great Pyrenees','Greater Swiss Mountain Dog',Greyhound,Harrier,'Havana Brown',Havanese,Himalayan,Hovawart,'Ibizan Hound','Irish Setter','Irish Terrier','Irish Wolfhound','Italian Greyhound','Jack Russell Terrier','Japanese Bobtail','Japanese Chin',Javanese,Jindo,Keeshond,Kuvasz,'Labrador Retriever',Landseer,Leonberger,'Lhasa Apso',Lowchen,'Maine Coon',Maltese,'Manchester Terrier',Manx,Mastiff,'Mexican Hairless','Miniature Pinscher','Miniature Poodle','Miniature Schnauzer','Munchkin Longhair','Neapolitan Mastiff',Newfoundland,'Norfolk Terrier','Norwegian Elkhound','Norwegian Forest Cat','Norwich Terrier','Nova Scotia Duck Tolling Retriever',Ocicat,'Old English Bulldog','Old English Sheepdog',Otterhound,Papillon,'Parson Russell Terrier','Patterdale Terr',Pbgv,Pekingese,'Pembroke Welsh Corgi',Persian,'Pharaoh Hound','Picardy Sheepdog','Pit Bull','Pixiebob Shorthair','Plott Hound','Podengo Pequeno',Pointer,Pomeranian,'Port Water Dog','Presa Canario',Pug,'Queensland Heeler',Ragdoll,'Rat Terrier','Redbone Hound','Rhod Ridgeback',Rottweiler,'Russian Blue',Saluki,Samoyed,Schipperke,'Schnauzer Giant','Scottish Terrier','Sealyham Terr','Shetland Sheepdog','Shiba Inu','Shih Tzu',Siamese,'Siberian Husky','Silky Terrier','Skye Terrier','Smooth Fox Terrier',Snowshoe,'Soft Coated Wheaten Terrier','Spanish Mastiff',Sphynx,'Spinone Italiano','St. Bernard Rough Coat','St. Bernard Smooth Coat',Staffordshire,'Standard Poodle','Standard Schnauzer','Swedish Vallhund','Swiss Hound','Tibetan Spaniel','Tibetan Terrier',Tonkinese,'Toy Fox Terrier','Toy Poodle','Treeing Cur','Treeing Tennesse Brindle','Treeing Walker Coonhound','Turkish Van',Unknown,Vizsla,Weimaraner,'Welsh Springer Spaniel','Welsh Terrier','West Highland',Whippet,'Wire Hair Fox Terrier','Wirehaired Pointing Griffon','Yorkshire Terrier'}
@attribute ageInDays numeric
@attribute hour numeric
@attribute outcome {Adoption,Return_to_owner,Transfer,Euthanasia,Died}

@data
Name,Dog,NotIntact,Adult,'Pit Bull',730,15,Adoption
Name,Cat,NotIntact,Baby,'Domestic Longhair',155,14,Adoption
NoName,Cat,Intact,Adult,'Domestic Shorthair',365,15,Transfer
Name,Dog,NotIntact,Adult,'German Shepherd',730,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,15,Adoption
Name,Dog,NotIntact,Adult,Beagle,365,17,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,13,Adoption
NoName,Cat,Unknown,Baby,'Domestic Shorthair',2,11,Transfer
Name,Dog,NotIntact,Baby,'Cairn Terrier',31,17,Adoption
Name,Dog,NotIntact,Adult,'Chesa Bay Retr',730,15,Adoption
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',62,11,Adoption
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',124,17,Adoption
Name,Dog,NotIntact,Adult,'Border Collie',365,16,Adoption
Name,Dog,NotIntact,Senior,'Chihuahua Shorthair',2920,18,Adoption
Name,Dog,NotIntact,Baby,'Labrador Retriever',62,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Longhair',62,8,Adoption
Name,Dog,NotIntact,Baby,'German Shepherd',155,18,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',93,9,Transfer
NoName,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,12,Adoption
Name,Dog,NotIntact,Adult,'Labrador Retriever',365,13,Adoption
NoName,Dog,Intact,Baby,'Border Collie',124,17,Transfer
Name,Cat,NotIntact,Baby,Siamese,124,19,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,18,Adoption
Name,Dog,NotIntact,Adult,Beagle,365,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',93,11,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,17,Adoption
Name,Dog,NotIntact,Adult,'Miniature Poodle',365,18,Adoption
NoName,Dog,Intact,Baby,'Pit Bull',14,12,Transfer
NoName,Cat,Intact,Baby,'Domestic Longhair',28,12,Transfer
NoName,Cat,Intact,Baby,'Domestic Longhair',14,14,Transfer
NoName,Cat,NotIntact,Adult,'Domestic Shorthair',365,16,Transfer
Name,Dog,NotIntact,Adult,'German Shepherd',365,11,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',1095,19,Adoption
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',62,20,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,17,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',7,13,Transfer
Name,Dog,NotIntact,Baby,'Smooth Fox Terrier',62,17,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',730,16,Adoption
Name,Dog,NotIntact,Adult,'Anatol Shepherd',1095,15,Adoption
Name,Cat,Intact,Baby,'Domestic Medium Hair',31,13,Transfer
Name,Dog,NotIntact,Senior,Dachshund,2920,15,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',1095,14,Transfer
Name,Dog,NotIntact,Adult,'Cardigan Welsh Corgi',365,11,Adoption
Name,Dog,NotIntact,Senior,'Pit Bull',2190,15,Return_to_owner
NoName,Cat,NotIntact,Adult,Siamese,730,9,Transfer
Name,Dog,NotIntact,Baby,'Border Collie',217,13,Adoption
Name,Dog,NotIntact,Senior,'Rat Terrier',2920,17,Return_to_owner
Name,Dog,NotIntact,Senior,Dachshund,3285,13,Return_to_owner
Name,Cat,Intact,Baby,'Domestic Medium Hair',31,18,Adoption
Name,Dog,NotIntact,Senior,Pug,4745,17,Return_to_owner
NoName,Cat,Intact,Adult,'Domestic Shorthair',365,8,Transfer
Name,Dog,NotIntact,Baby,'Siberian Husky',217,16,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',1095,11,Adoption
NoName,Cat,NotIntact,Baby,Snowshoe,62,17,Adoption
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',186,19,Adoption
Name,Cat,NotIntact,Baby,Ragdoll,62,18,Adoption
Name,Dog,NotIntact,Senior,'Rat Terrier',3650,18,Return_to_owner
NoName,Cat,NotIntact,Baby,'Domestic Longhair',62,15,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,10,Adoption
Name,Dog,NotIntact,Adult,Rottweiler,1095,16,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',21,16,Transfer
NoName,Dog,NotIntact,Adult,'Dachshund Longhair',365,16,Adoption
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',62,18,Adoption
NoName,Cat,Intact,Adult,'Domestic Shorthair',1095,9,Transfer
Name,Dog,NotIntact,Baby,'German Shepherd',62,17,Adoption
Name,Dog,NotIntact,Adult,'Labrador Retriever',1095,18,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',1095,14,Adoption
Name,Dog,NotIntact,Baby,'Labrador Retriever',186,15,Adoption
NoName,Dog,NotIntact,Adult,Pekingese,365,18,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',155,15,Transfer
Name,Dog,NotIntact,Adult,'Pit Bull',1825,11,Return_to_owner
Name,Cat,NotIntact,Adult,'Domestic Shorthair',365,14,Transfer
NoName,Cat,Unknown,Adult,'Domestic Shorthair',0,14,Transfer
Name,Dog,Intact,Adult,'Siberian Husky',730,18,Return_to_owner
Name,Dog,NotIntact,Adult,'Pit Bull',1460,12,Return_to_owner
Name,Cat,Intact,Baby,'Domestic Shorthair',62,13,Transfer
Name,Cat,NotIntact,Baby,'Domestic Longhair',62,11,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',1825,16,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',1825,15,Adoption
NoName,Cat,Unknown,Adult,'Domestic Shorthair',1825,18,Euthanasia
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',1095,13,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,14,Adoption
Name,Dog,NotIntact,Senior,Pug,2555,16,Return_to_owner
Name,Cat,Intact,Adult,'Domestic Shorthair',365,11,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,18,Adoption
Name,Dog,NotIntact,Baby,Boxer,62,17,Adoption
Name,Dog,NotIntact,Adult,'Welsh Terrier',365,19,Adoption
Name,Dog,Intact,Adult,'Shih Tzu',1095,12,Transfer
NoName,Cat,Unknown,Baby,'Domestic Shorthair',2,18,Transfer
Name,Dog,NotIntact,Baby,'Chihuahua Shorthair',248,12,Adoption
NoName,Dog,NotIntact,Adult,'Miniature Schnauzer',730,16,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,17,Adoption
NoName,Dog,NotIntact,Baby,'Labrador Retriever',62,14,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',124,9,Transfer
NoName,Dog,Intact,Baby,Beagle,310,15,Transfer
Name,Cat,NotIntact,Adult,'Domestic Longhair',1095,17,Adoption
Name,Dog,NotIntact,Adult,'Miniature Poodle',1825,18,Adoption
NoName,Dog,NotIntact,Adult,'Miniature Schnauzer',365,16,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',62,9,Transfer
NoName,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,16,Adoption
Name,Dog,NotIntact,Adult,'Australian Shepherd',730,13,Adoption
Name,Dog,NotIntact,Baby,'Chihuahua Longhair',62,17,Adoption
NoName,Cat,NotIntact,Adult,'Domestic Shorthair',730,13,Transfer
Name,Dog,NotIntact,Baby,'Pit Bull',93,14,Adoption
Name,Dog,NotIntact,Adult,Boxer,365,18,Adoption
Name,Dog,NotIntact,Adult,'Australian Shepherd',730,16,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',365,14,Adoption
Name,Dog,NotIntact,Adult,'Miniature Schnauzer',365,18,Adoption
Name,Dog,NotIntact,Senior,'Chihuahua Shorthair',2920,14,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',3,10,Transfer
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',62,19,Adoption
Name,Dog,NotIntact,Adult,'Alaskan Malamute',1460,11,Adoption
Name,Dog,Intact,Baby,'Pit Bull',124,17,Transfer
Name,Cat,NotIntact,Senior,Siamese,5475,13,Return_to_owner
Name,Cat,Intact,Baby,'Domestic Longhair',31,11,Transfer
Name,Dog,NotIntact,Baby,'Boston Terrier',248,18,Adoption
Name,Dog,NotIntact,Senior,'Jack Russell Terrier',2555,14,Adoption
Name,Dog,NotIntact,Senior,'Chihuahua Longhair',3650,15,Adoption
Name,Dog,NotIntact,Adult,'Black Mouth Cur',365,15,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',341,12,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,19,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,20,Adoption
Name,Dog,NotIntact,Baby,'Border Collie',62,17,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',1825,11,Return_to_owner
NoName,Cat,NotIntact,Unknown,'Domestic Shorthair',0,18,Adoption
Name,Dog,NotIntact,Baby,'Labrador Retriever',155,18,Adoption
NoName,Dog,Intact,Baby,'Collie Smooth',62,11,Transfer
NoName,Cat,Intact,Adult,'Domestic Shorthair',365,9,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',93,12,Adoption
Name,Dog,Intact,Adult,'Labrador Retriever',730,13,Transfer
Name,Dog,NotIntact,Baby,'Jack Russell Terrier',186,18,Adoption
NoName,Dog,Intact,Baby,'German Shepherd',62,13,Transfer
Name,Dog,NotIntact,Adult,'Labrador Retriever',1825,12,Adoption
Name,Dog,NotIntact,Adult,'English Springer Spaniel',730,16,Adoption
Name,Dog,NotIntact,Adult,'Cardigan Welsh Corgi',1825,12,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',1095,13,Adoption
Name,Cat,Intact,Baby,'Domestic Shorthair',62,12,Transfer
NoName,Cat,Unknown,Adult,'Domestic Shorthair',365,9,Transfer
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',62,14,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',186,8,Adoption
Name,Cat,NotIntact,Senior,'Domestic Shorthair',2920,11,Transfer
Name,Dog,NotIntact,Adult,'Tibetan Spaniel',730,18,Adoption
NoName,Cat,NotIntact,Adult,'Domestic Shorthair',730,9,Transfer
Name,Dog,NotIntact,Adult,'Bull Terrier',730,0,Transfer
Name,Dog,Intact,Senior,'Chihuahua Shorthair',2920,0,Transfer
Name,Dog,Intact,Adult,'Finnish Spitz',365,17,Return_to_owner
Name,Dog,Intact,Baby,'Miniature Schnauzer',186,10,Transfer
Name,Dog,NotIntact,Baby,'Manchester Terrier',62,18,Adoption
Name,Dog,NotIntact,Baby,'Cairn Terrier',62,17,Adoption
NoName,Cat,Unknown,Adult,'Domestic Shorthair',730,9,Transfer
Name,Dog,NotIntact,Adult,'Chow Chow',1095,15,Adoption
NoName,Cat,NotIntact,Adult,Siamese,730,19,Adoption
Name,Dog,NotIntact,Senior,'Miniature Schnauzer',2920,12,Return_to_owner
NoName,Dog,Intact,Adult,'Chihuahua Shorthair',730,15,Transfer
Name,Dog,NotIntact,Adult,'Dachshund Longhair',1825,18,Adoption
Name,Dog,Intact,Baby,'Cairn Terrier',155,12,Transfer
Name,Dog,NotIntact,Adult,'German Shepherd',730,15,Adoption
NoName,Cat,Intact,Adult,'Domestic Shorthair',730,8,Transfer
Name,Dog,NotIntact,Baby,'Australian Shepherd',62,12,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',310,19,Transfer
Name,Dog,NotIntact,Adult,'Australian Shepherd',730,14,Adoption
Name,Dog,NotIntact,Adult,'Pit Bull',730,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',124,12,Adoption
Name,Dog,NotIntact,Senior,Dachshund,3285,18,Adoption
Name,Dog,NotIntact,Adult,'Great Pyrenees',365,14,Adoption
Name,Dog,NotIntact,Senior,'Bluetick Hound',2920,12,Adoption
Name,Cat,Intact,Baby,'Domestic Medium Hair',93,13,Transfer
Name,Dog,NotIntact,Adult,'Irish Terrier',730,13,Adoption
NoName,Dog,NotIntact,Baby,'Labrador Retriever',31,20,Adoption
NoName,Cat,Intact,Adult,'Domestic Shorthair',365,18,Transfer
NoName,Dog,Intact,Adult,'Pit Bull',1460,13,Euthanasia
NoName,Dog,NotIntact,Baby,'German Shepherd',124,16,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',2,12,Transfer
Name,Dog,NotIntact,Senior,'Chihuahua Shorthair',2920,18,Adoption
Name,Cat,NotIntact,Adult,Siamese,1460,13,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',2190,16,Adoption
NoName,Dog,Intact,Baby,'German Shepherd',31,11,Transfer
NoName,Dog,NotIntact,Adult,'Cardigan Welsh Corgi',1460,14,Adoption
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',93,19,Adoption
Name,Dog,NotIntact,Senior,'Shetland Sheepdog',2920,14,Return_to_owner
Name,Dog,NotIntact,Adult,Catahoula,1460,11,Return_to_owner
NoName,Cat,NotIntact,Adult,'Domestic Shorthair',730,11,Transfer
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,17,Adoption
NoName,Dog,NotIntact,Senior,'Labrador Retriever',3285,16,Adoption
Name,Dog,NotIntact,Adult,'Labrador Retriever',365,19,Adoption
Name,Dog,NotIntact,Adult,'Chow Chow',365,11,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,13,Adoption
Name,Dog,NotIntact,Baby,'Labrador Retriever',186,17,Adoption
Name,Dog,NotIntact,Adult,'German Shepherd',365,17,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Longhair',730,11,Adoption
Name,Dog,NotIntact,Baby,'Carolina Dog',62,17,Adoption
Name,Cat,NotIntact,Adult,Siamese,730,12,Transfer
Name,Cat,Intact,Baby,'Domestic Medium Hair',62,12,Transfer
Name,Cat,NotIntact,Adult,'Domestic Longhair',2555,16,Adoption
Name,Dog,Intact,Baby,'German Shepherd',124,17,Return_to_owner
Name,Dog,NotIntact,Adult,Mastiff,365,17,Adoption
Name,Cat,Intact,Baby,'Domestic Shorthair',31,0,Transfer
Name,Cat,Intact,Baby,Siamese,62,16,Adoption
NoName,Cat,Unknown,Adult,'Domestic Shorthair',730,9,Transfer
Name,Dog,NotIntact,Adult,'Labrador Retriever',1460,19,Adoption
Name,Dog,NotIntact,Senior,'Pit Bull',2920,15,Return_to_owner
Name,Dog,NotIntact,Baby,'Labrador Retriever',279,19,Adoption
NoName,Dog,NotIntact,Baby,'Border Collie',93,18,Adoption
NoName,Cat,NotIntact,Baby,'Domestic Medium Hair',62,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,16,Adoption
Name,Cat,NotIntact,Adult,Siamese,365,7,Transfer
NoName,Dog,NotIntact,Baby,'Chihuahua Shorthair',155,16,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Longhair',365,13,Adoption
NoName,Dog,NotIntact,Adult,'Rat Terrier',365,17,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,12,Adoption
Name,Dog,NotIntact,Baby,'Labrador Retriever',93,18,Adoption
NoName,Dog,Intact,Baby,'Labrador Retriever',62,12,Transfer
NoName,Dog,NotIntact,Adult,'Norwich Terrier',365,18,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',310,15,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',365,15,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',1095,17,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,17,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',2555,17,Adoption
Name,Cat,Intact,Baby,'Domestic Shorthair',31,17,Adoption
Name,Dog,NotIntact,Adult,'Labrador Retriever',730,13,Adoption
Name,Cat,Intact,Baby,'Domestic Shorthair',35,14,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',21,18,Transfer
Name,Dog,NotIntact,Adult,Akita,730,12,Adoption
Name,Dog,NotIntact,Baby,'Pit Bull',93,15,Adoption
Name,Cat,NotIntact,Senior,'Domestic Shorthair',3650,16,Adoption
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',93,17,Adoption
Name,Cat,Intact,Baby,'Domestic Shorthair',62,17,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',93,11,Adoption
Name,Dog,NotIntact,Senior,Dachshund,2190,15,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',31,17,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',21,14,Transfer
Name,Dog,NotIntact,Adult,'Italian Greyhound',365,16,Adoption
Name,Dog,Intact,Senior,'Labrador Retriever',2555,16,Return_to_owner
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,17,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,17,Adoption
NoName,Dog,NotIntact,Baby,'German Shepherd',62,18,Adoption
Name,Dog,NotIntact,Baby,'Chihuahua Longhair',310,17,Adoption
NoName,Cat,Intact,Baby,'Domestic Shorthair',21,14,Transfer
Name,Dog,NotIntact,Baby,'Australian Shepherd',124,17,Adoption
Name,Dog,NotIntact,Baby,Catahoula,310,14,Adoption
Name,Dog,NotIntact,Adult,'Labrador Retriever',365,12,Adoption
Name,Dog,Intact,Adult,'Lhasa Apso',730,11,Transfer
Name,Dog,Intact,Adult,'Chihuahua Shorthair',365,15,Transfer
NoName,Dog,NotIntact,Baby,'Cocker Spaniel',62,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',31,14,Adoption
Name,Dog,NotIntact,Baby,'Labrador Retriever',31,7,Transfer
Name,Cat,NotIntact,Adult,'Domestic Shorthair',365,14,Transfer
NoName,Cat,Intact,Baby,'Domestic Shorthair',14,15,Transfer
NoName,Cat,Unknown,Adult,'Domestic Shorthair',0,11,Transfer
NoName,Dog,Intact,Baby,'Jack Russell Terrier',31,17,Transfer
Name,Dog,NotIntact,Adult,'Golden Retriever',1460,14,Adoption
Name,Dog,Intact,Baby,Bloodhound,124,12,Transfer
Name,Dog,NotIntact,Senior,Akita,4380,11,Return_to_owner
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,14,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,14,Adoption
Name,Dog,NotIntact,Adult,'Labrador Retriever',1460,11,Adoption
Name,Dog,Intact,Adult,'Cavalier Span',365,13,Return_to_owner
Name,Dog,NotIntact,Baby,'Bull Terrier',341,14,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',365,16,Adoption
Name,Dog,NotIntact,Adult,'Jack Russell Terrier',365,14,Adoption
NoName,Cat,Intact,Adult,'Domestic Shorthair',365,9,Transfer
Name,Dog,Intact,Senior,'Siberian Husky',4380,10,Return_to_owner
Name,Dog,NotIntact,Baby,'Rat Terrier',248,15,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',186,16,Adoption
Name,Dog,NotIntact,Senior,Brittany,3285,18,Return_to_owner
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',1095,15,Adoption
Name,Cat,NotIntact,Adult,'Domestic Medium Hair',730,13,Transfer
Name,Dog,Intact,Adult,'Labrador Retriever',730,19,Return_to_owner
Name,Dog,NotIntact,Baby,'Anatol Shepherd',62,19,Adoption
Name,Cat,NotIntact,Senior,Siamese,4380,18,Adoption
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',365,17,Adoption
Name,Cat,NotIntact,Baby,'Domestic Medium Hair',186,18,Adoption
Name,Dog,NotIntact,Baby,'Black Mouth Cur',62,19,Adoption
NoName,Cat,Unknown,Baby,'Domestic Shorthair',7,19,Transfer
Name,Dog,NotIntact,Baby,'Labrador Retriever',186,17,Adoption
NoName,Dog,Intact,Senior,Dachshund,3650,17,Transfer
Name,Dog,NotIntact,Baby,'Chihuahua Shorthair',186,14,Adoption
Name,Cat,NotIntact,Adult,Siamese,730,14,Adoption
NoName,Dog,NotIntact,Baby,Vizsla,155,18,Adoption
NoName,Dog,Intact,Baby,'Australian Cattle Dog',31,0,Transfer
Name,Dog,NotIntact,Adult,'Chow Chow',1825,14,Return_to_owner
Name,Dog,NotIntact,Baby,'Great Pyrenees',248,18,Adoption
Name,Dog,NotIntact,Adult,'Labrador Retriever',730,16,Adoption
NoName,Cat,Unknown,Baby,'Domestic Shorthair',14,16,Transfer
NoName,Cat,Intact,Adult,'Domestic Longhair',365,9,Transfer
Name,Dog,Intact,Adult,Catahoula,730,12,Transfer
Name,Dog,NotIntact,Adult,Pointer,1460,12,Adoption
Name,Dog,NotIntact,Senior,'Basset Hound',4015,11,Return_to_owner
Name,Dog,NotIntact,Baby,'Pit Bull',186,15,Adoption
Name,Dog,NotIntact,Adult,'Rat Terrier',1460,16,Adoption
Name,Dog,NotIntact,Adult,'Siberian Husky',1460,17,Return_to_owner
NoName,Dog,Intact,Baby,'Chihuahua Shorthair',31,18,Transfer
NoName,Dog,NotIntact,Adult,'Pit Bull',730,17,Adoption
NoName,Cat,NotIntact,Baby,'Domestic Shorthair',93,11,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',730,16,Adoption
Name,Dog,NotIntact,Adult,Rottweiler,365,17,Adoption
Name,Dog,NotIntact,Baby,'Pit Bull',124,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,15,Adoption
Name,Dog,NotIntact,Senior,'Miniature Schnauzer',2555,19,Return_to_owner
NoName,Dog,Intact,Baby,'Pit Bull',21,12,Transfer
Name,Dog,Intact,Adult,'Labrador Retriever',1825,11,Return_to_owner
Name,Cat,NotIntact,Baby,Snowshoe,62,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',310,14,Adoption
Name,Dog,NotIntact,Adult,'Dachshund Wirehair',365,19,Adoption
Name,Dog,NotIntact,Adult,'Jack Russell Terrier',730,18,Adoption
Name,Cat,NotIntact,Baby,'Domestic Shorthair',217,14,Adoption
Name,Dog,NotIntact,Adult,'German Shepherd',1825,16,Adoption
Name,Dog,NotIntact,Senior,'Boston Terrier',5475,13,Return_to_owner
Name,Dog,NotIntact,Senior,'Pit Bull',2555,18,Return_to_owner
NoName,Cat,Unknown,Baby,'Domestic Shorthair',14,17,Transfer
Name,Dog,Intact,Senior,'Pit Bull',5475,11,Euthanasia
Name,Dog,NotIntact,Adult,'Chihuahua Shorthair',730,12,Adoption
Name,Dog,Intact,Adult,'Chihuahua Shorthair',730,12,Transfer
Name,Dog,NotIntact,Adult,'Pit Bull',1825,12,Return_to_owner
Name,Cat,NotIntact,Adult,'Domestic Longhair',1460,15,Adoption
Name,Cat,NotIntact,Adult,'Domestic Shorthair',1460,15,Adoption
Name,Dog,NotIntact,Senior,Pomeranian,2190,17,Return_to_owner
Name,Dog,Intact,Adult,'German Shepherd',730,18,Return_to_owner
Name,Dog,Intact,Adult,'Pit Bull',1095,15,Return_to_owner
Name,Dog,NotIntact,Senior,'Dutch Shepherd',2920,8,Return_to_owner
Name,Cat,NotIntact,Baby,'Domestic Shorthair',62,12,Adoption
Name,Dog,NotIntact,Adult,'Plott Hound',1460,17,Adoption
NoName,Dog,Intact,Adult,'Toy Poodle',730,16,Euthanasia
Name,Dog,NotIntact,Senior,'Queensland Heeler',4015,11,Return_to_owner
Name,Dog,NotIntact,Adult,'Labrador Retriever',365,15,Adoption
Name,Dog,NotIntact,Adult,'American Foxhound',730,18,Adoption
Name,Cat,NotIntact,Adult,'Maine Coon',1825,11,Transfer
Name,Cat,Intact,Baby,'Domestic Shorthair',28,14,Transfer
