@relation Animals

@attribute hasName {NoName,Name}
@attribute animalType {Cat,Dog}
@attribute intactness {NotIntact,Intact,Unknown}
@attribute sex {Female,Male,Unknown}
@attribute age {Baby,Adult,Senior,Unknown}
@attribute breed {Abyssinian,Affenpinscher,'Afghan Hound','Airedale Terrier',Akita,'Alaskan Husky','Alaskan Malamute','American Bulldog','American Eskimo','American Foxhound','American Pit Bull Terrier','American Shorthair','American Staffordshire Terrier','Anatol Shepherd',Angora,'Australian Cattle Dog','Australian Kelpie','Australian Shepherd','Australian Terrier',Balinese,Basenji,'Basset Hound',Beagle,'Bearded Collie',Beauceron,'Bedlington Terr','Belgian Malinois','Belgian Sheepdog','Belgian Tervuren',Bengal,'Bernese Mountain Dog','Bichon Frise',Black,'Black Mouth Cur',Bloodhound,'Blue Lacy','Bluetick Hound',Boerboel,Bombay,'Border Collie','Border Terrier','Boston Terrier',Boxer,'Boykin Span','British Shorthair',Brittany,'Bruss Griffon','Bull Terrier','Bull Terrier Miniature',Bulldog,Bullmastiff,Burmese,'Cairn Terrier','Canaan Dog','Cane Corso','Cardigan Welsh Corgi','Carolina Dog',Catahoula,'Cavalier Span','Chesa Bay Retr','Chihuahua Longhair','Chihuahua Shorthair','Chinese Crested','Chinese Sharpei','Chow Chow','Cocker Spaniel','Collie Rough','Collie Smooth','Cornish Rex',Cymric,Dachshund,'Dachshund Longhair','Dachshund Wirehair',Dalmatian,'Devon Rex','Doberman Pinsch','Dogo Argentino','Dogue De Bordeaux','Domestic Longhair','Domestic Medium Hair','Domestic Shorthair','Dutch Shepherd','English Bulldog','English Cocker Spaniel','English Coonhound','English Foxhound','English Pointer','English Setter','English Shepherd','English Springer Spaniel',Entlebucher,'Exotic Shorthair',Feist,'Field Spaniel','Finnish Spitz','Flat Coat Retriever','French Bulldog','German Pinscher','German Shepherd','German Shorthair Pointer','German Wirehaired Pointer','Glen Of Imaal','Golden Retriever','Great Dane','Great Pyrenees','Greater Swiss Mountain Dog',Greyhound,Harrier,'Havana Brown',Havanese,Himalayan,Hovawart,'Ibizan Hound','Irish Setter','Irish Terrier','Irish Wolfhound','Italian Greyhound','Jack Russell Terrier','Japanese Bobtail','Japanese Chin',Javanese,Jindo,Keeshond,Kuvasz,'Labrador Retriever',Landseer,Leonberger,'Lhasa Apso',Lowchen,'Maine Coon',Maltese,'Manchester Terrier',Manx,Mastiff,'Mexican Hairless','Miniature Pinscher','Miniature Poodle','Miniature Schnauzer','Munchkin Longhair','Neapolitan Mastiff',Newfoundland,'Norfolk Terrier','Norwegian Elkhound','Norwegian Forest Cat','Norwich Terrier','Nova Scotia Duck Tolling Retriever',Ocicat,'Old English Bulldog','Old English Sheepdog',Otterhound,Papillon,'Parson Russell Terrier','Patterdale Terr',Pbgv,Pekingese,'Pembroke Welsh Corgi',Persian,'Pharaoh Hound','Picardy Sheepdog','Pit Bull','Pixiebob Shorthair','Plott Hound','Podengo Pequeno',Pointer,Pomeranian,'Port Water Dog','Presa Canario',Pug,'Queensland Heeler',Ragdoll,'Rat Terrier','Redbone Hound','Rhod Ridgeback',Rottweiler,'Russian Blue',Saluki,Samoyed,Schipperke,'Schnauzer Giant','Scottish Terrier','Sealyham Terr','Shetland Sheepdog','Shiba Inu','Shih Tzu',Siamese,'Siberian Husky','Silky Terrier','Skye Terrier','Smooth Fox Terrier',Snowshoe,'Soft Coated Wheaten Terrier','Spanish Mastiff',Sphynx,'Spinone Italiano','St. Bernard Rough Coat','St. Bernard Smooth Coat',Staffordshire,'Standard Poodle','Standard Schnauzer','Swedish Vallhund','Swiss Hound','Tibetan Spaniel','Tibetan Terrier',Tonkinese,'Toy Fox Terrier','Toy Poodle','Treeing Cur','Treeing Tennesse Brindle','Treeing Walker Coonhound','Turkish Van',Unknown,Vizsla,Weimaraner,'Welsh Springer Spaniel','Welsh Terrier','West Highland',Whippet,'Wire Hair Fox Terrier','Wirehaired Pointing Griffon','Yorkshire Terrier'}
@attribute color {Agouti,Apricot,Black,'Black Brindle','Black Smoke','Black Tabby','Black Tiger',Blue,'Blue Cream','Blue Merle','Blue Point','Blue Smoke','Blue Tabby','Blue Tick','Blue Tiger',Brown,'Brown Brindle','Brown Merle','Brown Tabby','Brown Tiger',Buff,Calico,'Calico Point',Chocolate,'Chocolate Point',Cream,'Cream Tabby',Fawn,'Flame Point',Gold,Gray,'Gray Tabby','Lilac Point',Liver,'Liver Tick','Lynx Point',Orange,'Orange Tabby','Orange Tiger',Pink,Red,'Red Merle','Red Tick',Ruddy,Sable,'Seal Point',Silver,'Silver Lynx Point','Silver Tabby',Tan,Torbie,Tortie,'Tortie Point',Tricolor,White,Yellow,'Yellow Brindle'}
@attribute ageInDays numeric
@attribute hour numeric
@attribute outcome {Adoption,Return_to_owner,Transfer,Euthanasia,Died}

@data
Name,Dog,NotIntact,Male,Senior,'German Shepherd',Cream,4380,16,Return_to_owner
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Torbie,93,12,Adoption
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair','Orange Tabby',14,14,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Medium Hair','Brown Tabby',62,15,Adoption
Name,Dog,NotIntact,Male,Adult,'Yorkshire Terrier',Tan,730,22,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Blue Tabby',155,12,Adoption
Name,Cat,NotIntact,Female,Adult,'Domestic Shorthair',Black,365,14,Transfer
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair',Black,31,9,Euthanasia
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Cream Tabby',93,0,Transfer
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair',Black,7,12,Transfer
Name,Dog,NotIntact,Male,Adult,Catahoula,White,1825,14,Return_to_owner
NoName,Dog,Intact,Female,Baby,'Australian Kelpie',Tricolor,31,16,Transfer
NoName,Dog,NotIntact,Female,Adult,'Labrador Retriever',Brown,730,17,Adoption
Name,Dog,NotIntact,Male,Adult,'Yorkshire Terrier',Gray,1095,17,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,31,17,Adoption
Name,Dog,NotIntact,Male,Adult,'German Shepherd',Brown,730,14,Adoption
Name,Dog,NotIntact,Male,Adult,Harrier,Tricolor,365,15,Adoption
Name,Dog,NotIntact,Male,Baby,'Labrador Retriever',Brown,248,17,Euthanasia
NoName,Cat,Intact,Female,Baby,Siamese,'Lynx Point',14,15,Transfer
NoName,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Brown Tabby',93,13,Transfer
Name,Dog,NotIntact,Female,Senior,'Collie Rough',Brown,2555,6,Adoption
NoName,Dog,Intact,Male,Baby,'Chihuahua Longhair',Black,310,15,Euthanasia
Name,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',Tricolor,730,12,Transfer
Name,Dog,Intact,Female,Senior,'Pit Bull',White,2920,11,Transfer
Name,Dog,NotIntact,Male,Adult,'Siberian Husky',Brown,730,17,Adoption
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair','Brown Tabby',14,17,Transfer
Name,Dog,NotIntact,Female,Adult,Beagle,'Black Brindle',730,19,Adoption
Name,Cat,Intact,Male,Baby,'Domestic Shorthair','Orange Tiger',31,17,Euthanasia
Name,Dog,NotIntact,Male,Adult,'Pit Bull',Fawn,1460,12,Transfer
Name,Dog,NotIntact,Female,Baby,'Cairn Terrier',Brown,186,18,Return_to_owner
Name,Dog,NotIntact,Female,Baby,'Australian Cattle Dog',Tricolor,279,16,Transfer
Name,Cat,NotIntact,Male,Senior,Siamese,'Flame Point',3285,13,Transfer
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair','Orange Tabby',28,14,Transfer
NoName,Dog,NotIntact,Female,Baby,'Labrador Retriever',Tan,62,18,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,124,17,Adoption
NoName,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Orange Tabby',186,17,Adoption
Name,Dog,NotIntact,Male,Adult,'Australian Cattle Dog',Black,730,0,Transfer
Name,Cat,NotIntact,Male,Baby,Manx,'Blue Tabby',62,17,Adoption
Name,Dog,NotIntact,Male,Senior,'Labrador Retriever',Black,4380,0,Return_to_owner
Name,Dog,NotIntact,Male,Baby,'Labrador Retriever',Tricolor,186,17,Adoption
Name,Dog,NotIntact,Male,Baby,'Chihuahua Shorthair',Black,217,17,Adoption
Name,Dog,Intact,Female,Adult,'Pit Bull',Blue,730,17,Return_to_owner
NoName,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Tortie,62,19,Adoption
Name,Cat,NotIntact,Male,Adult,'Domestic Shorthair','Brown Tabby',1460,12,Transfer
NoName,Dog,NotIntact,Female,Baby,Dachshund,Tricolor,62,17,Adoption
Name,Dog,NotIntact,Male,Senior,'Pit Bull',Blue,2190,11,Return_to_owner
Name,Dog,NotIntact,Male,Senior,Dachshund,Tan,2190,18,Adoption
Name,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',White,1825,17,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Pit Bull',Red,1460,17,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Brown Tabby',62,19,Adoption
Name,Dog,NotIntact,Male,Adult,'Pit Bull',Blue,730,16,Transfer
Name,Dog,NotIntact,Female,Adult,'Great Pyrenees',White,365,16,Adoption
Name,Cat,NotIntact,Male,Adult,'Domestic Shorthair','Blue Tabby',730,14,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Blue Tabby',62,15,Transfer
NoName,Dog,Intact,Male,Baby,'Labrador Retriever',Black,31,18,Died
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair','Orange Tabby',6,13,Transfer
Name,Dog,Intact,Male,Adult,'Greater Swiss Mountain Dog',Tricolor,1095,13,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Orange Tabby',124,17,Adoption
Name,Cat,Intact,Female,Baby,'Domestic Shorthair',Black,62,12,Transfer
Name,Dog,NotIntact,Male,Adult,'Standard Schnauzer',Black,1825,13,Return_to_owner
Name,Dog,Intact,Male,Baby,'Miniature Pinscher',Black,155,15,Transfer
Name,Cat,Intact,Male,Baby,'Domestic Shorthair','Blue Tabby',62,13,Adoption
Name,Dog,Intact,Male,Senior,'Toy Poodle',Gray,4745,18,Return_to_owner
Name,Dog,NotIntact,Female,Senior,'Miniature Schnauzer',Black,2920,12,Return_to_owner
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Brown Tabby',93,15,Adoption
Name,Dog,NotIntact,Female,Baby,'Australian Cattle Dog',Tan,310,16,Transfer
NoName,Cat,Intact,Male,Adult,'Domestic Shorthair','Orange Tabby',365,9,Transfer
NoName,Cat,Intact,Female,Adult,Siamese,'Lynx Point',365,9,Transfer
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair',Cream,7,17,Transfer
Name,Dog,NotIntact,Female,Adult,'Queensland Heeler','Blue Merle',730,13,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Longhair',Black,93,18,Adoption
Name,Dog,NotIntact,Female,Baby,'Blue Lacy',Blue,186,18,Adoption
Name,Dog,NotIntact,Female,Adult,'Yorkshire Terrier',Tricolor,1095,15,Return_to_owner
Name,Dog,NotIntact,Male,Baby,'German Shepherd',Red,62,18,Adoption
Name,Dog,NotIntact,Female,Baby,'Bernese Mountain Dog',Black,62,13,Return_to_owner
Name,Cat,NotIntact,Male,Adult,'Domestic Shorthair','Brown Tabby',730,14,Return_to_owner
NoName,Dog,Intact,Male,Baby,'Pit Bull',Brown,21,12,Transfer
Name,Dog,NotIntact,Male,Adult,'Jack Russell Terrier',White,730,18,Return_to_owner
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Brown Tabby',186,13,Died
Name,Dog,NotIntact,Female,Adult,'Miniature Poodle',White,1460,15,Return_to_owner
Name,Dog,Intact,Female,Baby,'Shih Tzu',White,62,11,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Medium Hair','Tortie Point',62,11,Adoption
Name,Dog,NotIntact,Female,Adult,'Siberian Husky',Red,365,18,Return_to_owner
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair',Blue,21,16,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,62,15,Adoption
Name,Dog,NotIntact,Female,Senior,'Labrador Retriever',White,2190,14,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Pit Bull',White,1095,18,Adoption
NoName,Dog,Intact,Female,Baby,'Labrador Retriever',Black,155,16,Transfer
Name,Dog,NotIntact,Male,Adult,Pomeranian,Red,730,18,Adoption
Name,Dog,NotIntact,Male,Baby,Dachshund,Black,341,15,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Toy Poodle',Silver,1095,18,Return_to_owner
Name,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',Yellow,1095,17,Adoption
Name,Dog,NotIntact,Male,Baby,'Chihuahua Shorthair',White,93,12,Adoption
Name,Dog,NotIntact,Female,Baby,'Blue Lacy',Blue,279,14,Adoption
Name,Dog,NotIntact,Male,Adult,'American Bulldog',White,365,15,Adoption
Name,Dog,NotIntact,Male,Senior,Dachshund,Brown,2555,12,Return_to_owner
NoName,Dog,Intact,Female,Baby,'Labrador Retriever',Yellow,186,11,Euthanasia
NoName,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Orange Tabby',62,12,Adoption
Name,Dog,NotIntact,Female,Adult,'Pit Bull',Black,1095,12,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Black,62,11,Adoption
Name,Cat,NotIntact,Female,Adult,'Domestic Shorthair',Tortie,365,14,Adoption
Name,Dog,NotIntact,Male,Baby,'Redbone Hound',Sable,93,12,Adoption
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair',Black,248,9,Transfer
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair',Calico,14,11,Transfer
Name,Dog,NotIntact,Female,Adult,'Pit Bull',Black,365,17,Return_to_owner
NoName,Cat,Unknown,Unknown,Adult,'Domestic Shorthair',Black,730,10,Transfer
NoName,Dog,NotIntact,Female,Adult,'Chihuahua Longhair',White,1825,18,Adoption
Name,Cat,Intact,Female,Baby,'Domestic Medium Hair',Torbie,31,16,Euthanasia
Name,Dog,NotIntact,Female,Adult,'Black Mouth Cur',Tan,365,17,Transfer
Name,Dog,NotIntact,Male,Senior,'Lhasa Apso',Buff,2920,11,Transfer
Name,Dog,NotIntact,Male,Senior,'Australian Cattle Dog','Blue Merle',2555,17,Transfer
Name,Dog,NotIntact,Male,Adult,'Pit Bull',Brown,365,11,Euthanasia
Name,Dog,NotIntact,Male,Senior,'Border Collie',White,4380,13,Return_to_owner
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair',Blue,4,13,Transfer
Name,Dog,NotIntact,Female,Adult,'Alaskan Husky',White,365,17,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'English Bulldog',White,1095,8,Return_to_owner
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair',Calico,21,15,Transfer
Name,Dog,Intact,Female,Senior,'Miniature Schnauzer',Black,3650,13,Transfer
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair',Calico,93,9,Transfer
Name,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',Black,1825,17,Return_to_owner
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair',White,21,16,Transfer
Name,Dog,NotIntact,Female,Adult,'Cairn Terrier',White,730,16,Adoption
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Blue Tabby',62,11,Adoption
NoName,Dog,NotIntact,Male,Adult,'Basset Hound',White,1460,16,Transfer
Name,Dog,Intact,Male,Senior,'Miniature Poodle',Gray,5475,11,Return_to_owner
Name,Dog,NotIntact,Male,Baby,'Labrador Retriever',Black,62,17,Adoption
NoName,Cat,Intact,Male,Baby,'Domestic Medium Hair',Black,4,11,Transfer
NoName,Dog,Unknown,Unknown,Baby,Boxer,Black,31,0,Transfer
Name,Cat,NotIntact,Female,Senior,'Domestic Shorthair',Tortie,5475,16,Return_to_owner
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair','Orange Tabby',14,5,Transfer
Name,Dog,Intact,Male,Adult,'Chow Chow',Red,365,19,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'Chihuahua Shorthair',Tan,730,19,Adoption
Name,Dog,NotIntact,Male,Adult,Boxer,'Brown Brindle',1095,16,Return_to_owner
Name,Dog,NotIntact,Female,Adult,'Australian Kelpie',Black,365,15,Adoption
Name,Dog,NotIntact,Male,Senior,'Labrador Retriever',Black,2555,18,Return_to_owner
Name,Cat,Intact,Female,Baby,Siamese,'Lynx Point',31,15,Transfer
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair','Brown Tabby',14,14,Transfer
NoName,Dog,NotIntact,Female,Baby,'American Bulldog',White,124,12,Adoption
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair',White,62,10,Euthanasia
Name,Dog,NotIntact,Male,Adult,'Australian Cattle Dog',Blue,730,18,Return_to_owner
Name,Cat,NotIntact,Male,Baby,Siamese,'Lynx Point',31,16,Adoption
Name,Cat,Intact,Male,Baby,'Domestic Shorthair','Orange Tabby',62,14,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Black,186,18,Adoption
Name,Cat,NotIntact,Female,Senior,'Domestic Shorthair',White,3650,14,Adoption
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair',Gray,2,17,Transfer
Name,Dog,Intact,Female,Adult,'Shih Tzu',Black,365,11,Transfer
Name,Dog,Intact,Male,Adult,'Pit Bull',Blue,730,13,Transfer
Name,Dog,NotIntact,Male,Baby,'Australian Cattle Dog',Red,217,15,Transfer
Name,Dog,NotIntact,Male,Adult,'Pit Bull',Blue,1095,18,Adoption
NoName,Dog,NotIntact,Male,Adult,'Yorkshire Terrier',Black,730,18,Adoption
Name,Cat,NotIntact,Female,Baby,'Domestic Medium Hair',Tortie,62,14,Adoption
Name,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',Tan,365,13,Transfer
Name,Dog,NotIntact,Male,Senior,'German Shepherd',Brown,2190,17,Return_to_owner
Name,Dog,Intact,Female,Senior,'Shih Tzu',Black,5840,13,Euthanasia
NoName,Dog,Intact,Male,Baby,'Border Collie',Black,93,11,Transfer
Name,Cat,NotIntact,Female,Adult,'Domestic Longhair',Blue,730,9,Transfer
Name,Dog,NotIntact,Male,Baby,'Chihuahua Shorthair',Black,341,17,Adoption
Name,Dog,Intact,Male,Senior,'Chow Chow',Tan,4745,12,Return_to_owner
NoName,Dog,NotIntact,Female,Adult,'Great Pyrenees',White,1095,18,Adoption
Name,Dog,NotIntact,Male,Adult,'Miniature Poodle',Black,1095,9,Return_to_owner
Name,Dog,NotIntact,Female,Senior,Beagle,Black,2555,13,Adoption
Name,Dog,NotIntact,Female,Adult,Pug,Tan,1460,17,Transfer
NoName,Cat,Intact,Male,Unknown,'Domestic Longhair','Cream Tabby',0,15,Euthanasia
NoName,Dog,Intact,Female,Baby,'Labrador Retriever',Black,62,15,Transfer
NoName,Cat,Unknown,Unknown,Adult,'Domestic Shorthair',Blue,365,18,Transfer
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair',Black,62,12,Euthanasia
Name,Dog,NotIntact,Female,Adult,'German Shepherd',Sable,1095,15,Adoption
Name,Cat,NotIntact,Male,Adult,'Domestic Medium Hair',Black,730,9,Adoption
Name,Cat,Unknown,Unknown,Baby,'Domestic Shorthair',Black,31,13,Transfer
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair','Brown Tabby',124,9,Transfer
Name,Dog,NotIntact,Male,Adult,Beagle,White,365,12,Adoption
Name,Dog,NotIntact,Male,Adult,'Pit Bull',Fawn,730,18,Adoption
Name,Dog,NotIntact,Female,Senior,'Rat Terrier',White,4015,12,Return_to_owner
Name,Dog,Intact,Female,Senior,'Chihuahua Shorthair',Tan,4745,19,Return_to_owner
Name,Dog,NotIntact,Male,Adult,'German Shepherd',Brown,730,17,Return_to_owner
NoName,Dog,Intact,Male,Adult,'Doberman Pinsch',Red,1825,13,Euthanasia
Name,Cat,NotIntact,Male,Baby,'Domestic Longhair',Black,62,17,Adoption
Name,Cat,NotIntact,Male,Adult,Siamese,'Cream Tabby',1825,14,Adoption
Name,Cat,NotIntact,Female,Adult,'Domestic Shorthair','Brown Tabby',1095,14,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Blue,62,15,Adoption
Name,Dog,NotIntact,Male,Senior,'Labrador Retriever',Chocolate,2920,18,Return_to_owner
Name,Dog,NotIntact,Female,Adult,'Blue Lacy',Fawn,1095,16,Adoption
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair',Blue,3,13,Transfer
Name,Dog,NotIntact,Female,Adult,'Rat Terrier',Brown,365,19,Adoption
Name,Dog,NotIntact,Female,Baby,Boxer,Black,155,18,Transfer
Name,Dog,NotIntact,Male,Adult,'Pit Bull',Blue,730,16,Adoption
Name,Dog,Intact,Female,Adult,'Labrador Retriever',Tan,365,15,Euthanasia
Name,Dog,NotIntact,Male,Senior,'American Bulldog',Black,2555,13,Adoption
Name,Dog,NotIntact,Male,Baby,'Australian Cattle Dog',Black,62,18,Adoption
NoName,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Blue,31,17,Adoption
Name,Dog,NotIntact,Male,Adult,Beagle,Tricolor,1825,11,Return_to_owner
NoName,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Tortie,93,18,Adoption
Name,Dog,Intact,Female,Baby,'Bruss Griffon',Brown,62,18,Transfer
Name,Cat,Intact,Male,Baby,'Domestic Shorthair','Orange Tabby',31,13,Transfer
NoName,Dog,Intact,Male,Baby,'Australian Shepherd','Blue Merle',31,17,Transfer
NoName,Dog,Intact,Female,Baby,'Cairn Terrier',Black,62,19,Transfer
Name,Dog,NotIntact,Female,Adult,'Australian Cattle Dog',Tan,1095,16,Euthanasia
NoName,Cat,Intact,Female,Baby,'Domestic Shorthair',Calico,14,14,Transfer
Name,Dog,NotIntact,Male,Adult,'Bruss Griffon',Buff,1095,15,Adoption
Name,Dog,NotIntact,Male,Adult,Pointer,White,365,14,Adoption
NoName,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Brown Tabby',62,18,Adoption
Name,Dog,NotIntact,Male,Adult,'Pit Bull',White,730,13,Transfer
NoName,Cat,Unknown,Unknown,Baby,'Domestic Medium Hair',Black,6,11,Transfer
Name,Cat,NotIntact,Female,Adult,'Domestic Shorthair',Tortie,365,12,Transfer
Name,Dog,NotIntact,Male,Adult,'Australian Cattle Dog',Tricolor,365,11,Adoption
Name,Dog,NotIntact,Female,Adult,'Australian Shepherd',Tan,365,15,Transfer
Name,Dog,NotIntact,Female,Adult,'Pit Bull','Brown Brindle',730,11,Return_to_owner
Name,Dog,NotIntact,Male,Senior,'Pit Bull','Brown Brindle',3650,14,Euthanasia
Name,Dog,NotIntact,Male,Baby,'Manchester Terrier',Black,124,17,Adoption
Name,Dog,NotIntact,Male,Adult,'Chihuahua Longhair',White,1095,12,Adoption
Name,Dog,NotIntact,Female,Baby,'Chihuahua Longhair',Tricolor,62,13,Adoption
NoName,Cat,Intact,Male,Baby,Siamese,'Lynx Point',93,16,Euthanasia
Name,Cat,Intact,Female,Baby,'Domestic Shorthair','Brown Tabby',62,13,Transfer
NoName,Cat,Intact,Male,Adult,'Domestic Shorthair','Brown Tabby',730,18,Euthanasia
Name,Dog,NotIntact,Male,Baby,'Great Dane',Black,310,18,Return_to_owner
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair','Orange Tabby',7,12,Transfer
NoName,Cat,Intact,Female,Adult,'Domestic Shorthair',White,730,9,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,217,16,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Brown Tabby',62,18,Adoption
NoName,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Brown Tabby',62,17,Adoption
Name,Dog,NotIntact,Male,Adult,'Chihuahua Longhair',White,730,12,Adoption
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair',Black,62,18,Adoption
NoName,Cat,Intact,Male,Baby,'Domestic Longhair','Orange Tabby',248,9,Transfer
Name,Cat,NotIntact,Male,Baby,Siamese,'Flame Point',217,17,Adoption
NoName,Cat,Intact,Female,Adult,'Domestic Shorthair',White,365,18,Transfer
Name,Dog,NotIntact,Female,Baby,'Chihuahua Shorthair',Brown,341,17,Adoption
Name,Cat,Intact,Female,Baby,'Domestic Shorthair','Black Smoke',31,15,Transfer
NoName,Dog,Intact,Female,Baby,'Labrador Retriever',Tan,155,13,Transfer
Name,Dog,NotIntact,Male,Adult,'Cavalier Span',Tricolor,1095,16,Return_to_owner
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Brown Tabby',62,17,Adoption
Name,Dog,NotIntact,Female,Adult,'Pit Bull',White,365,12,Transfer
Name,Dog,NotIntact,Male,Adult,Catahoula,Yellow,365,19,Adoption
Name,Dog,Intact,Female,Baby,'Chihuahua Shorthair',Tan,93,13,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Medium Hair',Tortie,93,16,Adoption
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair','Blue Tabby',7,18,Transfer
Name,Dog,NotIntact,Male,Adult,Catahoula,'Brown Merle',365,16,Adoption
Name,Dog,NotIntact,Female,Adult,'Anatol Shepherd',Brown,365,13,Transfer
Name,Dog,NotIntact,Female,Adult,'Chihuahua Shorthair',Fawn,730,11,Adoption
Name,Dog,NotIntact,Female,Baby,'Chihuahua Shorthair',Black,155,18,Adoption
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Brown Tabby',93,13,Adoption
Name,Cat,NotIntact,Female,Senior,'Domestic Shorthair',Tortie,6205,12,Return_to_owner
NoName,Cat,Intact,Male,Baby,'Domestic Medium Hair','Brown Tabby',31,15,Transfer
NoName,Dog,NotIntact,Female,Baby,'Flat Coat Retriever',Black,31,17,Adoption
Name,Dog,NotIntact,Male,Adult,'Pit Bull',Black,730,0,Transfer
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair','Orange Tabby',62,16,Adoption
Name,Cat,NotIntact,Female,Adult,'Domestic Shorthair','Brown Tabby',730,17,Transfer
NoName,Dog,Intact,Male,Baby,'Pit Bull',Blue,155,14,Transfer
Name,Cat,NotIntact,Female,Baby,'Domestic Shorthair','Orange Tabby',279,16,Adoption
NoName,Dog,NotIntact,Female,Baby,'Norwich Terrier',Red,62,18,Adoption
NoName,Cat,Unknown,Unknown,Baby,'Domestic Shorthair','Brown Tabby',14,14,Transfer
Name,Dog,NotIntact,Male,Adult,'Pit Bull',White,1825,14,Adoption
Name,Dog,NotIntact,Male,Adult,'Presa Canario','Brown Brindle',730,17,Adoption
Name,Dog,NotIntact,Male,Baby,'Podengo Pequeno',Brown,186,18,Return_to_owner
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair','Cream Tabby',14,13,Transfer
NoName,Cat,Intact,Male,Baby,'Domestic Shorthair','Orange Tabby',62,13,Transfer
Name,Dog,NotIntact,Female,Adult,'Jack Russell Terrier',White,730,11,Return_to_owner
Name,Dog,NotIntact,Female,Senior,Dachshund,Tricolor,2920,18,Adoption
Name,Cat,NotIntact,Male,Baby,'Domestic Shorthair',Black,93,18,Adoption
Name,Cat,Intact,Male,Baby,'Domestic Shorthair','Orange Tabby',62,18,Adoption
NoName,Dog,Intact,Female,Senior,'German Shepherd',Black,2190,8,Euthanasia
Name,Dog,NotIntact,Male,Senior,'Labrador Retriever',Tan,3285,0,Return_to_owner
